isin	wkn	ticker	valor	name	inception_date	age_in_days	age_in_years	strategy	domicile_country	currency	hedged	securities_lending	dividends	ter	replication	size	is_sustainable	number_of_holdings	yesterday	last_week	last_month	last_three_months	last_six_months	last_year	last_three_years	last_five_years	2023	2022	2021	2020	last_dividends	last_year_dividends	last_year_volatility	last_three_years_volatility	last_five_years_volatility	last_year_return_per_risk	last_three_years_return_per_risk	last_five_years_return_per_risk	max_drawdown	last_year_max_drawdown	last_three_years_max_drawdown	last_five_years_max_drawdown
IE000MQ5XEW1	A404HN	XEXA	133403571	L&G Multi-Strategy Enhanced Commodities ex-Agriculture & Livestock UCITS ETF USD Accumulating	2024-04-25	160	0.4383561643835616	Long-only	Ireland	USD	False	False	Accumulating	0.3	Swap based Unfunded	63	False			2.13	4.84	-2.78																	-13.32			
IE00BG0J4B71	A2JMZE	EH1Y	41861999	iShares Broad EUR High Yield Corporate Bond UCITS ETF EUR (Dist)	2022-04-05	911	2.495890410958904	Long-only	Ireland	EUR	False	False	Distributing	0.2	Optimized sampling	63	False	561	7.18	0.61	1.44	3.85	5.14	13.45			12.17				5.81	6.21	3.14			4.27			-10.99	-1.3		
CH0454664043	A2UBKC	21XP	45466404	21Shares Ripple XRP ETP	2019-06-21	1930	5.287671232876712	Long-only	Switzerland	USD	False	False	Accumulating	2.5	Physically backed	63	False		-6.17	4.16	9.07	21.93	-5.2	6.89	-41.84	108.75	76.04	-58.04	295.41	3.85			62.64	76.67	104.28	0.11	-0.22	0.15	-81.16	-42.92	-75.39	-81.16
XS2183935605		SGLS		Invesco Physical Gold GBP Hedged ETC	2020-07-09	1546	4.235616438356164	Long-only	Ireland	GBP	True	False	Accumulating	0.34	Physically backed	63	False		33.57	1.08	7.08	16.22	22.71	46.32	48.9		13.77	-6.94	1.48				14.86	15.22		3.11	0.93		-26.05	-5.79	-26.05	
LU1377381717	A2AL3Y	VLEU	32897476	BNP Paribas Easy ESG Low Volatility Europe UCITS ETF	2016-06-07	3039	8.326027397260274	Long-only	Luxembourg	EUR	False	False	Accumulating	0.31	Swap based Unfunded	63	True		13.74	-0.11	0.12	7.22	8.79	19.34	21.89	39.84	12.32	-13.64	27.43	-4.97			8.3	12.05	15.09	2.32	0.57	0.46	-32.22	-4.89	-19.88	-32.22
IE00BD9MMC32	A2JG7H	JG15	41112160	JPMorgan BetaBuilders UK Gilt 1-5 UCITS ETF - GBP (Dist)	2018-06-06	2310	6.328767123287672	Long-only	Ireland	GBP	False	False	Distributing	0.07	Sampling	62	False	15	6.4	-0.06	1.34	3.78	5.0	9.41	2.08	5.67	6.01	-10.76	4.91	-3.59	2.72	2.89	4.15	6.61	7.05	2.26	0.1	0.16	-16.24	-2.09	-15.86	-16.24
IE00BK5BC677	A2PM51	XMLH	48767282	L&G Healthcare Breakthrough UCITS ETF USD Acc	2019-07-02	1919	5.257534246575342	Long-only	Ireland	USD	False	False	Accumulating	0.49	Full replication	62	False	69	3.34	0.09	-1.45	4.43	-0.46	9.94	-32.59	26.05	-6.26	-29.18	8.52	51.67			19.04	24.81	25.52	0.52	-0.5	0.19	-50.89	-12.98	-50.0	-50.89
LU2099992005	A2PYA3	CORPSC	52066394	UBS ETF (LU) Bloomberg MSCI Global Liquid Corporates Sustainable UCITS ETF (hedged to CHF) A-acc	2022-01-11	995	2.7260273972602738	Long-only	Luxembourg	CHF	True	False	Accumulating	0.16	Sampling	62	True	1014	0.69	1.13	0.69	5.73	6.61	12.05			10.54						10.61			1.13			-16.62	-9.42		
LU2244387887	A3CM2M	EGRE	110827837	BNP Paribas Easy ESG Growth Europe UCITS ETF Acc	2021-03-31	1281	3.5095890410958903	Long-only	Luxembourg	EUR	False	False	Accumulating	0.31	Swap based Unfunded	62	True	54	6.43	1.09	0.36	2.21	1.19	12.82	3.55		10.73	-17.96					12.73	16.28		1.0	0.07		-27.18	-9.98	-27.18	
IE00BD34DK07	A2AMYQ	UEQD	33079345	UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc	2016-11-02	2891	7.920547945205479	Long-only	Ireland	EUR	True	True	Accumulating	0.12	Full replication	62	False	504	18.96	-0.77	1.01	3.95	8.01	31.81	25.75	84.1	22.14	-21.17	27.48	15.14			13.39	19.42	21.96	2.37	0.41	0.59	-34.65	-8.13	-26.81	-34.65
LU2552296563	DBX0TM	XY2D	124370902	Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF 2D	2023-01-24	617	1.6904109589041096	Long-only	Luxembourg	EUR	False	True	Distributing	0.15	Sampling	62	False	39	3.0	0.14	0.99	2.54	2.93	5.62							2.59	2.66	1.57			3.57			-1.29	-0.5		
LU0322253732	DBX1AT	DX2I	3614455	Xtrackers MSCI Europe ESG Screened UCITS ETF 1C	2008-01-17	6103	16.720547945205478	Long-only	Luxembourg	USD	False	True	Accumulating	0.12	Full replication	62	True	378	10.72	-0.1	-0.75	1.46	3.12	18.69	23.87	60.65	17.17	-11.55	23.61	3.92			11.79	16.9	19.44	1.58	0.44	0.51	-53.72	-7.59	-20.54	-38.15
LU0292105359	DBX1FB	DXSK	3067420	Xtrackers MSCI Europe Consumer Staples ESG Screened UCITS ETF 1C	2007-07-03	6301	17.263013698630136	Long-only	Luxembourg	EUR	False	False	Accumulating	0.17	Full replication	62	True	26	-1.47	1.58	2.2	4.51	0.17	1.9	-0.82	-0.37	2.0	-10.86	21.07	-6.14			11.55	13.16	15.36	0.16	-0.02	0.0	-40.14	-9.79	-17.85	-27.57
IE0006QCIHM0	A3DW2T	FSCE	122617579	Fidelity Sustainable Global Corporate Bond Paris-Aligned Multifactor UCITS ETF ACC-Euro (hedged)	2022-10-24	709	1.9424657534246574	Long-only, Active	Ireland	EUR	True	False	Accumulating	0.3	Full replication	62	True	406	4.31	0.0	1.93	5.44	4.5	11.95			6.7						8.65			1.38			-6.08	-3.39		
DE000ETFL219	ETFL21	EL4V		Deka Deutsche Boerse EUROGOV Germany 10+ UCITS ETF	2009-03-16	5679	15.558904109589042	Long-only	Germany	EUR	False	False	Distributing	0.15	Full replication	61	False	15	0.7	1.84	3.12	7.86	3.16	13.42	-26.14	-30.04	7.26	-32.69	-4.85	7.96	1.95	2.17	11.42	14.61	12.82	1.17	-0.66	-0.54	-43.62	-9.17	-39.96	-43.62
DE000ETFL359	ETFL35	EL48	10910701	Deka iBoxx EUR Liquid Germany Covered Diversified UCITS ETF	2009-12-16	5404	14.805479452054794	Long-only	Germany	EUR	False	False	Distributing	0.09	Full replication	61	False	30	3.26	0.55	1.49	3.84	3.39	7.7	-8.1	-9.54	5.52	-15.03	-2.31	1.63	1.64	1.74	2.7	4.77	3.86	2.84	-0.58	-0.51	-18.32	-1.55	-16.34	-17.69
IE00B8X9NY41	A12FF3	FTGE	25670773	First Trust Eurozone AlphaDEX UCITS ETF Acc	2014-10-21	3634	9.956164383561644	Long-only	Ireland	EUR	False	False	Accumulating	0.65	Full replication	61	False	150	8.93	-0.29	-0.56	0.64	1.39	13.54	8.87	29.86	12.71	-14.48	21.13	-3.9			12.58	16.48	19.11	1.07	0.17	0.28	-41.28	-10.82	-26.43	-41.28
IE00BJXT3G33	A2PZBE	4UBD	52347037	UBS ETF (IE) MSCI USA Socially Responsible UCITS ETF (hedged to EUR) A-acc	2020-05-07	1609	4.4082191780821915	Long-only	Ireland	EUR	True	False	Accumulating	0.22	Full replication	61	True	201	15.36	-0.81	1.99	6.39	6.02	28.6	19.61		27.96	-27.76	29.72				14.86	21.32		1.92	0.29		-33.31	-8.69	-33.31	
LU2697597552	A4004S	BJLM	132281645	BNP Paribas Easy Sustainable EUR Government Bond UCITS ETF Capitalisation	2024-01-11	265	0.726027397260274	Long-only, Active	Luxembourg	EUR	False	False	Accumulating	0.18	Full replication	61	True	96		0.68	1.87	4.86	3.08																-2.28			
IE000ZGT8JM8	A3DQV2	HSDS		HSBC Developed World Sustainable Equity UCITS ETF USD (Dist)	2022-07-26	799	2.1890410958904107	Long-only	Ireland	USD	False	False	Distributing	0.18	Full replication	61	True	819	13.81	-0.47	0.24	1.06	4.18	21.13			14.9				1.41	1.68	10.47			2.01			-12.84	-8.56		
LU0328474803	DBX1A2	DX2S	3614418	Xtrackers S&P/ASX 200 UCITS ETF 1D	2008-01-17	6103	16.720547945205478	Long-only	Luxembourg	AUD	False	True	Distributing	0.5	Full replication	61	False	200	12.03	1.67	3.46	7.15	8.49	21.76	26.02	44.56	7.83	-2.01	18.66	1.51	3.02	3.56	15.61	17.26	21.5	1.39	0.46	0.36	-55.9	-9.77	-18.48	-44.23
IE00BDQZN667	A2H5B6	AWESGT	38547078	UBS ETF (IE) MSCI ACWI ESG Universal UCITS ETF (hedged to CHF) A-dis	2017-12-19	2479	6.791780821917809	Long-only	Ireland	CHF	True	False	Distributing	0.26	Optimized sampling	60	True	1933	15.14	2.62	2.17	5.43	10.03	30.24	31.11	84.3	24.96	-16.66	26.97	12.62	1.67	2.13	11.86	15.85	17.27	2.54	0.6	0.75	-32.12	-5.43	-22.16	-32.12
FR0012399806	LYX0R9	LYQ4	26422737	Amundi EURO STOXX 50 II UCITS ETF USD Hedged Acc	2015-01-07	3556	9.742465753424657	Long-only	France	USD	True	False	Accumulating	0.2	Full replication	60	False	52	13.04	0.29	-0.35	-2.38	-2.44	18.24	49.16	70.15	21.13	-0.8	35.25	-10.89			13.38	18.44	21.3	1.36	0.77	0.53	-39.09	-10.55	-16.61	-39.09
DE000A1EK0H1	A1EK0H	XAD3	11517906	Xtrackers Physical Platinum EUR Hedged ETC	2010-07-14	5194	14.23013698630137	Long-only	Jersey	EUR	True	False	Accumulating	0.75	Physically backed	60	False		-3.12	1.81	5.51	0.24	7.63	4.82	-6.89	-3.0	-8.7	6.78	-11.73	8.79			22.43	25.2	28.99	0.21	-0.09	-0.02	-74.66	-15.25	-30.69	-42.39
LU1280300853	A14YT3	EUSR	29373452	UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (hedged to GBP) A-dis	2020-04-30	1616	4.427397260273972	Long-only	Luxembourg	GBP	True	False	Distributing	0.23	Full replication	60	True	75	19.51	1.25	2.16	6.62	8.71	29.11	19.8		17.18	-19.94	30.46		2.2	2.77	12.52	17.72		2.32	0.35		-30.89	-8.95	-30.89	
IE000TZT3JJ0	A3DMXS	JUKE	119070060	JPMorgan UK Equity Core UCITS ETF GBP (dist)	2022-06-14	841	2.304109589041096	Long-only, Active	Ireland	GBP	False	False	Distributing	0.25	Full replication	60	False	165	16.13	0.34	0.06	4.62	8.89	19.25			9.74				3.13	3.6	10.52			1.82			-15.06	-6.29		
IE000PB4LRO2	ETF140	CLWD	130481223	Amundi MSCI World ESG Climate Net Zero Ambition CTB UCITS ETF UCITS ETF Dist	2023-12-14	293	0.8027397260273973	Long-only	Ireland	EUR	False	False	Distributing	0.2	Full replication	60	True	1185	16.13	-0.62	0.5	2.04	5.26																-8.96			
LU2090062436	LYX04A	LDAX	53842312	Amundi DAX III UCITS ETF Dist	2020-07-02	1553	4.254794520547946	Long-only	Luxembourg	EUR	False	True	Distributing	0.15	Full replication	59	False	40	14.02	1.06	1.54	4.93	3.28	24.09	24.44		19.63	-12.92	15.26		2.39	2.89	11.88	17.51		2.02	0.43		-26.78	-8.25	-26.78	
LU2059756325	A2PTYW	10A9	50723787	Amundi MSCI EMU ESG Leaders Select UCITS ETF DR EUR (D)	2019-10-23	1806	4.947945205479452	Long-only	Luxembourg	EUR	False	False	Distributing	0.25	Full replication	59	True	98	10.99	3.13	1.81	3.64	3.57	18.88	21.99		17.06	-10.98	21.32	-1.39	2.56	2.96	11.36	16.13		1.66	0.42		-38.06	-9.29	-24.11	
IE000C692SN6	A3DUNV	H41G		HSBC MSCI World Small Cap ESG UCITS ETF USD (Acc)	2022-10-20	713	1.9534246575342467	Long-only	Ireland	USD	False	False	Accumulating	0.25	Optimized sampling	59	True	1149	9.39	0.21	1.06	6.46	1.97	18.84			11.34						15.28			1.23			-13.38	-9.33		
IE00B3BPCH51	A0RAC9	PJEU	4575232	Invesco Euro Cash 3 Months UCITS ETF Acc	2008-10-08	5838	15.994520547945205	Long-only	Ireland	EUR	False	False	Accumulating	0.09	Optimized sampling	59	False	49	2.8	0.1	0.33	0.95	1.84	3.77	5.1	3.7	2.89	-0.43	-0.78	-0.59			0.18	0.21	0.18	21.28	8.08	3.94	-4.56	-0.04	-0.85	-2.17
LU1681043672	A2H59R	XAMZ	38784715	Amundi MSCI World UCITS ETF USD (C)	2010-06-17	5221	14.304109589041095	Long-only	Luxembourg	USD	False	False	Accumulating	0.38	Swap based Unfunded	59	False		16.66	-0.39	0.37	1.36	4.84	24.59	32.68	79.75	19.35	-13.17	31.85	6.04			11.63	15.47	18.3	2.11	0.64	0.68	-33.87	-8.75	-17.02	-33.87
IE000RDRMSD1	A3DN3D	CBUT	119539079	iShares Blockchain Technology UCITS ETF USD (Acc)	2022-09-27	736	2.0164383561643837	Long-only	Ireland	USD	False	False	Accumulating	0.5	Full replication	59	False	35	-4.81	-5.02	-0.56	-20.04	-15.16	67.92			187.69						64.87			1.04			-46.43	-39.16		
IE000D352U62	A3ETWF	SNGB	129187204	iShares J.P. Morgan USD EM Corporate Bond UCITS ETF GBP Hedged (Dist)	2023-09-20	378	1.0356164383561643	Long-only	Ireland	GBP	True	True	Distributing	0.53	Sampling	59	False	1166	12.24	0.31	2.83	7.04	8.26	18.56							3.43	3.93	7.4			2.5			-2.78	-2.44		
LU1910940268	LYX99D	B8TQ	46853998	Amundi Global Government Inflation-Linked Bond 1-10Y UCITS ETF EUR Hedged Dist	2019-05-20	1962	5.375342465753425	Long-only	Luxembourg	EUR	True	False	Distributing	0.2	Sampling	58	False	88	2.7	-0.19	1.33	3.09	3.9	6.27	-0.15	6.85	3.07	-7.13	5.17	3.86	0.66	0.69	7.1	9.07	7.39	0.88	-0.01	0.18	-10.07	-2.96	-10.07	-10.07
IE000P0R7WK6	A3EUB3	GSOV	129780626	Franklin Sustainable Euro Green Sovereign UCITS ETF (Acc)	2023-10-31	337	0.9232876712328767	Long-only, Active	Ireland	EUR	False	False	Accumulating	0.18	Full replication	58	True		2.28	0.98	2.02	5.66	3.27																-4.37			
DE000ETFL300	ETFL30	EL44		Deka MSCI Japan UCITS ETF	2009-06-09	5594	15.326027397260274	Long-only	Germany	JPY	False	False	Distributing	0.5	Full replication	58	False	204	12.04	1.28	-0.64	2.12	-1.58	15.68	13.72	34.56	14.87	-12.16	9.76	4.89	1.6	1.82	21.96	18.47	18.0	0.71	0.24	0.34	-26.28	-16.97	-19.59	-26.27
LU1452600197	LYX0ZQ	9V60	33302436	Amundi US TIPS Government Inflation-Linked Bond UCITS ETF Acc	2019-09-23	1836	5.03013698630137	Long-only	Luxembourg	USD	False	False	Accumulating	0.09	Full replication	58	False	48	4.48	0.15	1.55	1.4	3.1	4.92	1.45		0.15	-7.32	14.77	2.02			7.97	10.84		0.61	0.04		-15.4	-2.62	-15.4	
IE00BKKCKJ46	A2PWZJ	JGHY	51847225	JPMorgan Global High Yield Corporate Bond Multi-Factor UCITS ETF (acc)	2020-02-04	1702	4.663013698630137	Long-only, Active	Ireland	USD	False	False	Accumulating	0.35	Full replication	58	True	419	8.03	1.04	2.02	2.96	3.87	11.5	12.59		7.27	-4.56	10.7				5.31	7.33		2.16	0.55		-19.73	-2.04	-7.02	
IE00BD8D5G25	A2DLP1	EUHA	35616971	PIMCO Euro Short-Term High Yield Corporate Bond Index UCITS ETF Acc	2017-10-09	2550	6.986301369863014	Long-only	Ireland	EUR	False	False	Accumulating	0.5	Sampling	58	False	503	5.22	0.0	0.79	2.87	4.08	9.86	6.0	12.22	9.76	-8.3	3.24	1.16			1.94	3.53	5.09	5.06	0.56	0.46	-19.08	-0.96	-12.24	-19.08
NL0010273801	A1T84N	VIGB	20070610	VanEck iBoxx EUR Sovereign Capped AAA-AA 1-5 UCITS ETF	2012-11-26	4328	11.857534246575343	Long-only	Netherlands	EUR	False	False	Distributing	0.15	Full replication	58	False	15	1.18	0.32	1.17	2.43	1.99	4.84	-5.37	-7.05	4.13	-9.66	-1.44	-0.09	0.68	0.71	2.57	3.73	3.09	1.88	-0.49	-0.47	-13.28	-1.75	-11.25	-12.73
IE00B2QWDR12	A0Q1YZ	IUS9	4218076	iShares MSCI AC Far East ex-Japan Small Cap UCITS ETF	2008-05-09	5990	16.410958904109588	Long-only	Ireland	USD	False	True	Distributing	0.74	Optimized sampling	57	False	1222	6.46	3.16	3.74	0.6	4.0	9.91	3.48	45.28	10.08	-16.87	21.94	17.29	2.7	2.89	15.56	15.29	17.17	0.64	0.07	0.45	-54.42	-13.17	-26.28	-34.94
IE00BNDS1V99	A2QL81	V3GP	59335030	Vanguard ESG Global Corporate Bond UCITS ETF GBP Hedged Distributing	2021-05-20	1231	3.372602739726027	Long-only	Ireland	GBP	True	False	Distributing	0.15	Sampling	57	True	4073	9.74	0.38	3.46	7.8	9.44	17.56	-1.66		10.54	-20.28			4.1	4.62	9.14	12.0		1.92	-0.05		-23.72	-3.28	-23.6	
LU1681037518	A2H561	X13H	38783493	Amundi Italy MIB ESG UCITS ETF	2010-06-08	5230	14.32876712328767	Long-only	Luxembourg	EUR	False	True	Accumulating	0.18	Full replication	57	True	40	15.7	1.97	0.13	2.64	2.31	26.45	50.42	81.67	34.51	-10.12	26.58	-3.64			13.69	18.94	22.23	1.93	0.77	0.57	-43.17	-10.86	-26.02	-41.54
IE000VCBWFL8	DBX0UJ	XZDZ	129144417	Xtrackers MSCI EMU High Dividend Yield ESG UCITS ETF 1D	2023-09-13	385	1.0547945205479452	Long-only	Ireland	EUR	False	False	Distributing	0.25	Full replication	57	True	59	13.6	0.61	1.46	3.86	4.55	21.61							2.92	3.44	10.37			2.08			-8.04	-7.56		
LU0486851024	DBX0FK	D5BL	11138169	Xtrackers MSCI Europe Value UCITS ETF 1C	2010-03-26	5304	14.531506849315068	Long-only	Luxembourg	EUR	False	True	Accumulating	0.15	Full replication	57	False	150	10.34	-0.55	-0.58	2.23	4.23	14.41	29.88	52.36	14.56	-4.66	27.51	-8.98			11.06	15.08	19.83	1.3	0.6	0.44	-40.03	-8.56	-19.35	-40.03
LU1169819981	A14MEW	UB0F	26749156	UBS ETF (LU) MSCI EMU UCITS ETF (hedged to GBP) A-dis	2017-07-31	2620	7.178082191780822	Long-only	Luxembourg	GBP	True	True	Distributing	0.15	Full replication	57	False	224	17.07	0.49	1.36	3.77	4.1	25.88	30.57	65.06	23.22	-16.29	31.61	-6.73	2.62	3.21	12.67	17.72	21.91	2.04	0.52	0.48	-45.97	-10.66	-29.28	-45.97
LU2089238039	A2PWMH	PRAE	51509287	Amundi Prime Europe UCITS ETF DR (C)	2020-01-15	1722	4.717808219178083	Long-only	Luxembourg	EUR	False	True	Accumulating	0.05	Full replication	57	False	410	11.84	0.36	-0.71	1.67	3.31	19.16	26.98		16.22	-9.56	25.78				10.39	14.12		1.84	0.59		-35.42	-7.24	-19.67	
LU0249326488	A0JK68	M9SA	2503175	Market Access Rogers International Commodity UCITS ETF	2006-05-08	6722	18.416438356164385	Long-only	Luxembourg	EUR	False	False	Accumulating	0.6	Swap based Unfunded	57	False		5.99	1.72	4.12	-4.37	-0.29	-4.86	25.93	55.72	-9.4	25.56	49.51	-16.57			13.17	18.15	19.41	-0.37	0.44	0.48	-68.48	-13.82	-26.74	-39.2
IE00BYX8XD24	A2AUE8	IS31	34426166	iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc)	2016-11-18	2875	7.876712328767123	Long-only	Ireland	EUR	True	True	Accumulating	0.25	Optimized sampling	57	False	80	18.15	-0.61	1.25	6.36	8.38	28.48	20.8	50.39	6.62	-14.44	23.29	6.1			11.21	16.51	19.71	2.53	0.39	0.43	-34.12	-5.03	-21.51	-34.12
LU0937836467	A1W2HH	UC63	21846324	UBS ETF (LU) MSCI UK UCITS ETF (GBP) A-dis	2013-10-21	3999	10.956164383561644	Long-only	Luxembourg	GBP	False	True	Distributing	0.2	Full replication	57	False	79	14.89	0.12	-0.12	4.09	7.92	16.96	37.84	43.42	9.61	1.29	27.6	-18.12	3.01	3.41	10.62	13.68	18.75	1.59	0.82	0.4	-39.77	-5.79	-14.5	-39.77
IE00BK6Q9938	A2PJ5U	BBTP	47918216	JPMorgan BetaBuilders US Treasury Bond UCITS ETF GBP Hedged (Acc)	2019-05-16	1966	5.3863013698630136	Long-only	Ireland	GBP	True	False	Accumulating	0.1	Sampling	57	False	107	8.34	0.02	3.09	8.14	8.0	14.62	-5.06	2.0	5.48	-18.75	4.56	2.01			9.65	12.46	11.29	1.51	-0.14	0.04	-21.17	-4.7	-20.88	-21.17
IE000FPWSL69	WELT0B	K0MR	126210945	L&G Gerd Kommer Multifactor Equity UCITS ETF USD Distributing	2023-06-14	476	1.3041095890410959	Long-only	Ireland	USD	False	False	Distributing	0.5	Optimized sampling	57	True	3612	15.09	1.0	2.26	3.89	4.34	20.66							1.31	1.55	10.34			1.99			-7.96	-7.96		
IE000JTPK610	A3D8NX	CBUY	125531270	iShares MSCI ACWI SRI UCITS ETF USD (Acc)	2023-03-22	560	1.5342465753424657	Long-only	Ireland	USD	False	False	Accumulating	0.2	Full replication	56	True	616	12.5	0.0	1.54	2.95	4.58	20.24									11.82			1.71			-9.11	-9.11		
IE000GE2BEZ9	A3ETWC	HISD	129185974	iShares EUR High Yield Corporate Bond UCITS ETF USD Hedged (Dist)	2023-09-20	378	1.0356164383561643	Long-only	Ireland	USD	True	True	Distributing	0.55	Sampling	56	False	624	1.73	0.21	-2.49	-4.08	-1.47	2.16							2.84	2.84	6.7			0.32			-4.88	-4.88		
LU1130155606	A12D6D	CAHEUA	25873970	UBS ETF (LU) MSCI Canada UCITS ETF (hedged to EUR) A-acc	2015-02-27	3505	9.602739726027398	Long-only	Luxembourg	EUR	True	True	Accumulating	0.36	Full replication	56	False	88	15.46	0.41	3.68	9.73	8.57	25.89	21.82	52.71	10.23	-8.49	23.97	3.7			10.78	12.88	17.73	2.39	0.53	0.5	-35.31	-5.33	-17.71	-35.31
LU1829219713	LYX0Z7	LYS5	42764642	Amundi Euro Highest Rated Macro-Weighted Government Bond 3-5Y UCITS ETF Acc	2011-11-25	4695	12.863013698630137	Long-only	Luxembourg	EUR	False	True	Accumulating	0.17	Full replication	56	False	34	1.88	0.31	1.35	3.5	2.94	5.94	-5.22	-7.11	4.57	-10.55	-1.49	0.11			3.04	4.27	3.43	1.95	-0.41	-0.43	-14.34	-2.32	-12.18	-13.95
IE00BYQCZD50	A2AB8C	DXJA	30125344	WisdomTree Japan Equity UCITS ETF USD Hedged Acc	2017-03-09	2764	7.572602739726028	Long-only	Ireland	USD	True	False	Accumulating	0.48	Optimized sampling	56	True	496	20.46	1.2	-1.31	-9.29	-4.81	17.68	93.74	133.91	35.65	13.18	27.89	-5.9			28.01	21.11	20.81	0.63	1.17	0.89	-31.8	-27.63	-27.63	-31.8
DE000ETFL110	ETFL11	EL4K		Deka iBoxx EUR Liquid Sovereign Diversified 1-10 UCITS ETF	2009-03-02	5693	15.597260273972603	Long-only	Germany	EUR	False	False	Distributing	0.15	Full replication	56	False	25	2.6	0.68	1.97	4.81	3.41	9.59	-10.67	-11.47	7.55	-18.35	-2.61	3.36	1.11	1.21	4.72	7.34	6.12	2.03	-0.5	-0.39	-21.21	-3.18	-19.96	-21.21
IE00BM8QRZ79	A2QQ9R	S0LR	110589344	Invesco Solar Energy UCITS ETF Acc	2021-08-02	1157	3.16986301369863	Long-only	Ireland	USD	False	False	Accumulating	0.69	Full replication	56	True	37	-20.31	3.92	3.34	4.9	-8.12	-21.34	-44.95		-29.46	0.48					35.4	35.48		-0.6	-0.51		-60.88	-29.62	-60.88	
IE0009D6K2A2	A3DP7W	HYFC	119902142	Invesco US High Yield Fallen Angels UCITS ETF Acc	2022-07-27	798	2.186301369863014	Long-only	Ireland	USD	False	False	Accumulating	0.45	Sampling	56	False	85	4.98	0.12	1.45	1.89	1.25	8.72			6.55						6.38			1.36			-11.95	-2.65		
IE000U99N3V1	A3EHAN	CEBI	127362368	iShares iBonds Dec 2025 Term USD Treasury UCITS ETF USD (Acc)	2023-09-06	392	1.073972602739726	Long-only	Ireland	USD	False	False	Accumulating	0.1	Sampling	55	False	50	3.51	0.67	0.85	-0.91	0.58	1.48									6.03			0.24			-3.65	-3.65		
DE000A2QP372	A2QP37	EXA1	115209512	iShares EURO STOXX Banks 30-15 UCITS ETF (DE) EUR (Acc)	2021-12-03	1034	2.8328767123287673	Long-only	Germany	EUR	False	False	Accumulating	0.52	Full replication	55	False	27	30.28	0.9	4.07	7.83	9.95	41.39			30.11	0.38					17.1			2.41			-34.1	-12.5		
IE00BJLKK341	A2PV2S	AYE4	51360795	iShares MSCI EMU SRI UCITS ETF EUR (Acc)	2020-03-03	1674	4.586301369863014	Long-only	Ireland	EUR	False	False	Accumulating	0.2	Full replication	55	True	65	14.2	3.9	2.93	4.75	5.9	25.12	15.4		15.36	-15.07	21.91				11.13	16.12		2.25	0.3		-26.09	-8.03	-25.29	
LU0292103651	DBX1SF	XS7R	3067397	Xtrackers MSCI Europe Financials ESG Screened UCITS ETF 1C	2007-06-26	6308	17.28219178082192	Long-only	Luxembourg	EUR	False	False	Accumulating	0.17	Full replication	55	True	53	17.81	-0.86	0.49	4.33	8.41	29.09	50.85	62.52	23.61	-2.75	36.14	-24.17			12.99	18.53	25.97	2.23	0.79	0.39	-81.65	-8.37	-23.13	-46.59
DE000TMG0LD6	TMG0LD	TMGD		boerse.de Gold ETC	2021-05-17	1234	3.3808219178082193	Long-only	Germany	EUR	False	False	Accumulating	0.0	Physically backed	55	False		31.76	3.76	6.49	13.42	16.53	40.36	57.58		7.49	6.61					17.13	14.93		2.35	1.09		-12.06	-7.16	-12.06	
IE00BJ5JP097	A2PHCE	7KQ0	47473821	iShares MSCI World Financials Sector ESG UCITS ETF USD (Dist)	2021-05-17	1234	3.3808219178082193	Long-only	Ireland	USD	False	False	Distributing	0.18	Full replication	55	True	230	21.72	0.37	3.21	8.53	8.88	33.51	38.82		13.33	-4.1			2.63	3.39	11.9	15.88		2.81	0.73		-15.97	-8.51	-15.97	
LU1681048713	A2H565	AFID	38784693	Amundi ETF S&P Global Luxury UCITS ETF USD	2014-02-17	3880	10.63013698630137	Long-only	Luxembourg	USD	False	False	Accumulating	0.25	Swap based Unfunded	55	False		-2.22	2.98	2.09	-0.39	-9.26	2.48	0.2	63.68	11.45	-19.09	32.62	24.48			17.31	21.84	23.82	0.14	0.0	0.43	-42.53	-17.83	-29.92	-42.53
LU1900065811	LYX019	LYXI	46343579	Amundi MSCI Indonesia UCITS ETF Acc	2011-07-04	4839	13.257534246575343	Long-only	Luxembourg	EUR	False	False	Accumulating	0.45	Swap based Unfunded	55	False		3.44	-3.26	1.95	11.52	-0.8	0.95	28.64	13.21	3.13	9.84	8.84	-15.94			16.74	16.58	23.16	0.06	0.53	0.11	-52.34	-19.7	-23.7	-52.34
IE00BKY58625	A2PXVL	HSXE		HSBC Europe ex UK Sustainable Equity UCITS ETF EUR	2022-04-21	895	2.452054794520548	Long-only	Ireland	EUR	False	False	Distributing	0.15	Full replication	55	True	160	12.06	-0.38	-0.63	1.62	5.77	20.88			16.5				2.6	3.06	10.58			1.97			-13.87	-7.92		
IE00BMDPBY65	A2P5CM	FLXP	55131817	Franklin STOXX Europe 600 Paris Aligned Climate UCITS ETF	2020-07-29	1526	4.1808219178082195	Long-only	Ireland	EUR	False	False	Accumulating	0.15	Full replication	55	True	461	11.59	1.18	-0.57	2.31	3.4	19.87	25.07		16.77	-11.39	23.94				10.45	14.35		1.9	0.54		-20.77	-6.93	-20.77	
